,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntGroceryProducts,TotalPurchase,YearRange,TotalChild,HaveChild
784,1986,PhD,Married,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,896,22,1980,0,0
785,1970,PhD,Married,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,111,18,1970,1,1
786,1976,Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,8,4,1970,2,1
787,1954,Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,277,19,1950,0,0
788,1972,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,63,21,1970,1,1
789,1978,2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,29,7,1970,1,1
790,1980,PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,880,18,1980,0,0
791,1972,Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,26,7,1970,1,1
792,1961,Graduation,Single,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,76,18,1960,0,0
793,1963,Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,69,8,1960,0,0
794,1959,Graduation,Married,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,375,20,1950,1,1
795,1959,2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,637,24,1950,1,1
796,1954,Graduation,Married,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,322,17,1950,3,1
797,1962,Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,11,6,1960,3,1
798,1958,PhD,Divorced,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,510,22,1950,1,1
799,1984,Graduation,Married,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,18,5,1980,1,1
800,1976,PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,44,6,1970,2,1
801,1992,Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,179,18,1990,0,0
802,1967,PhD,Married,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,95,20,1960,2,1
803,1980,2n Cycle,Married,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,12,7,1980,1,1
804,1967,Graduation,Married,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,12,6,1960,2,1
805,1956,Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,443,28,1950,1,1
806,1972,Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,106,14,1970,1,1
807,1980,Graduation,Divorced,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,852,27,1980,0,0
808,1980,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,6,5,1980,1,1
809,1977,Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,94,20,1970,1,1
810,1950,Graduation,Married,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,33,9,1950,2,1
811,1974,Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,127,14,1970,1,1
812,1988,Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,50,11,1980,1,1
813,1981,Graduation,Married,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,58,11,1980,1,1
814,1960,2n Cycle,Married,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,615,17,1960,0,0
815,1970,Graduation,Married,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1100,19,1970,0,0
816,1991,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,490,19,1990,0,0
817,1956,Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,147,23,1950,1,1
818,1963,Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,68,11,1960,1,1
819,1980,Graduation,Married,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,17,11,1980,2,1
820,1974,Graduation,Single,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,34,13,1970,1,1
821,1954,PhD,Married,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,123,20,1950,1,1
822,1957,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1101,25,1950,0,0
823,1966,PhD,Married,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,2,6,1960,2,1
824,1974,PhD,Married,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,21,18,1970,1,1
825,1979,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,736,31,1970,1,1
826,1973,Master,Married,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,7,5,1970,1,1
827,1985,Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,264,22,1980,2,1
828,1966,Graduation,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,12,6,1960,2,1
829,1989,2n Cycle,Married,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,399,26,1980,0,0
830,1969,Graduation,Married,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,26,7,1960,1,1
831,1969,Master,Married,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,91,17,1960,2,1
832,1987,Graduation,Married,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,9,4,1980,0,0
833,1989,2n Cycle,Married,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,188,17,1980,1,1
834,1975,2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,175,13,1970,1,1
835,1973,PhD,Married,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,140,17,1970,1,1
836,1966,Master,Single,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,104,17,1960,1,1
837,1986,Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,4,4,1980,2,1
838,1978,Graduation,Married,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,220,16,1970,1,1
839,1979,Graduation,Married,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,46,7,1970,1,1
840,1983,PhD,Married,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,419,17,1980,0,0
841,1959,Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,376,16,1950,1,1
842,1976,Graduation,Married,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,33,10,1970,1,1
843,1981,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,94,12,1980,2,1
844,1978,Master,Married,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,269,23,1970,1,1
845,1953,Graduation,Married,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,732,18,1950,0,0
846,1971,Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,109,23,1970,2,1
847,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,90,9,1980,1,1
848,1956,Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,726,28,1950,0,0
849,1978,2n Cycle,Married,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,91,11,1970,1,1
850,1972,Graduation,Single,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,25,9,1970,1,1
851,1975,Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,19,7,1970,1,1
852,1975,Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,6,4,1970,2,1
853,1981,2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,25,7,1980,2,1
854,1972,PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,1073,22,1970,0,0
855,1970,PhD,Married,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,908,19,1970,0,0
856,1953,PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,57,15,1950,3,1
857,1959,Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,2,7,1950,2,1
858,1962,Graduation,Married,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,252,24,1960,2,1
859,1978,Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,345,20,1970,0,0
860,1973,Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,27,7,1970,1,1
861,1965,Master,Divorced,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,90,18,1960,2,1
862,1983,Graduation,Married,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,517,25,1980,0,0
863,1991,Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,9,4,1990,1,1
864,1943,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,374,24,1940,0,0
865,1972,PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,72,25,1970,1,1
866,1956,Graduation,Married,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,295,20,1950,1,1
867,1958,Graduation,Divorced,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,652,25,1950,1,1
868,1974,PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,204,17,1970,1,1
869,1986,Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,41,11,1980,1,1
870,1958,Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,585,18,1950,0,0
871,1970,Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,11,11,1970,1,1
872,1967,Graduation,Married,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,535,16,1960,0,0
873,1973,Graduation,Married,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,129,13,1970,0,0
874,1969,Graduation,Married,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,96,16,1960,3,1
875,1961,Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,930,18,1960,0,0
876,1971,Graduation,Divorced,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,16,4,1970,1,1
877,1974,Graduation,Married,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,29,6,1970,1,1
878,1986,PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,82,10,1980,0,0
879,1966,PhD,Single,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,793,22,1960,0,0
880,1992,Graduation,Married,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,598,19,1990,0,0
881,1963,PhD,Divorced,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,71,31,1960,1,1
882,1972,Master,Married,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,78,10,1970,1,1
883,1954,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,464,14,1950,0,0
884,1960,Master,Married,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,223,15,1960,0,0
885,1982,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,422,20,1980,0,0
886,1954,2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,115,14,1950,1,1
887,1954,PhD,Single,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,674,25,1950,0,0
888,1955,PhD,Married,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,2,5,1950,2,1
889,1993,Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,719,19,1990,0,0
890,1969,Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,47,7,1960,1,1
891,1948,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,26,9,1940,2,1
892,1986,Graduation,Married,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,767,26,1980,1,1
893,1979,Master,Married,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,255,16,1970,0,0
894,1978,Graduation,Married,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,657,19,1970,0,0
895,1982,2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,960,19,1980,0,0
896,1993,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,580,16,1990,0,0
897,1976,PhD,Married,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,563,21,1970,1,1
898,1974,PhD,Married,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,609,20,1970,0,0
899,1989,Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,52,7,1980,1,1
900,1951,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,84,25,1950,1,1
901,1989,Basic,Married,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,15,5,1980,1,1
902,1952,Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,386,19,1950,0,0
903,1971,PhD,Married,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,17,8,1970,1,1
904,1971,Graduation,Married,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,499,17,1970,0,0
905,1970,PhD,Married,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,470,30,1970,1,1
906,1971,Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,278,26,1970,1,1
907,1975,PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,193,23,1970,1,1
908,1952,2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,410,22,1950,2,1
909,1962,PhD,Married,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,82,20,1960,1,1
910,1983,Graduation,Divorced,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,752,12,1980,0,0
911,1953,Graduation,Married,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,974,18,1950,0,0
912,1986,Basic,Single,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,28,9,1980,0,0
913,1987,PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,48,19,1980,0,0
914,1982,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,241,20,1980,1,1
915,1979,Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,99,13,1970,2,1
916,1977,Graduation,Married,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,22,6,1970,1,1
917,1975,2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,219,16,1970,1,1
918,1979,PhD,Married,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,15,6,1970,1,1
919,1976,PhD,Married,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,17,9,1970,2,1
920,1973,Master,Divorced,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,71,12,1970,2,1
921,1971,PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,68,7,1970,2,1
922,1976,Master,Married,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,10,5,1970,2,1
923,1976,PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,28,12,1970,2,1
924,1965,Graduation,Married,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,75,16,1960,1,1
925,1952,Graduation,Single,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,307,22,1950,1,1
926,1973,Graduation,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,19,8,1970,2,1
927,1957,PhD,Divorced,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,37,16,1950,1,1
928,1967,Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,281,26,1960,1,1
929,1962,PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,44,20,1960,1,1
930,1969,Master,Married,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,22,7,1960,1,1
931,1975,PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,50,13,1970,1,1
932,1980,Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,109,17,1980,2,1
933,1959,Graduation,Married,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,341,21,1950,1,1
934,1973,Graduation,Married,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,977,23,1970,0,0
935,1973,Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,29,10,1970,1,1
936,1974,PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,2,4,1970,1,1
937,1980,Graduation,Married,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,356,24,1980,1,1
938,1988,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,582,18,1980,0,0
939,1968,PhD,Married,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,15,11,1960,3,1
940,1988,2n Cycle,Married,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,43,10,1980,1,1
941,1959,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,173,18,1950,1,1
942,1971,Master,Married,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,628,24,1970,0,0
943,1959,Master,Married,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,668,19,1950,0,0
944,1965,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,90,21,1960,3,1
945,1952,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,23,9,1950,2,1
946,1954,Graduation,Married,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,161,28,1950,1,1
947,1960,2n Cycle,Divorced,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,4,4,1960,2,1
948,1979,Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,21,6,1970,1,1
949,1978,Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,422,29,1970,1,1
950,1950,Graduation,Married,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,468,23,1950,0,0
951,1974,PhD,Married,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,91,16,1970,1,1
952,1978,PhD,Married,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,793,19,1970,0,0
953,1969,Graduation,Married,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,819,26,1960,0,0
954,1976,2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,846,27,1970,0,0
955,1956,PhD,Divorced,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,12,7,1950,2,1
956,1954,Graduation,Divorced,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,373,17,1950,0,0
957,1972,2n Cycle,Married,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,13,4,1970,1,1
958,1981,Master,Married,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,148,22,1980,1,1
959,1989,Graduation,Single,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,482,24,1980,1,1
960,1954,Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,16,8,1950,2,1
961,1995,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,15,4,1990,0,0
962,1978,Graduation,Married,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,640,23,1970,0,0
963,1957,Graduation,Married,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,37,9,1950,2,1
964,1973,Graduation,Married,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,447,25,1970,1,1
965,1956,Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,47,16,1950,1,1
966,1956,PhD,Divorced,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,332,20,1950,1,1
967,1981,2n Cycle,Married,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,188,22,1980,2,1
968,1987,Graduation,Married,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,26,7,1980,1,1
969,1954,PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,33,16,1950,1,1
970,1954,Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,238,21,1950,1,1
971,1953,Master,Married,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,354,23,1950,1,1
972,1952,Graduation,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,451,20,1950,0,0
973,1968,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,26,10,1960,2,1
974,1963,PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,3,4,1960,2,1
975,1979,Graduation,Married,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,628,21,1970,1,1
976,1976,PhD,Married,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,34,8,1970,1,1
977,1978,Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,86,18,1970,1,1
978,1968,Master,Married,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,28,7,1960,1,1
979,1971,Master,Married,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,11,9,1970,2,1
980,1951,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,262,15,1950,0,0
981,1965,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,500,20,1960,0,0
982,1969,Graduation,Married,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,92,11,1960,0,0
983,1973,Graduation,Married,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,15,5,1970,1,1
984,1976,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,81,8,1970,0,0
985,1973,Graduation,Married,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,32,10,1970,1,1
986,1974,PhD,Married,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,25,6,1970,1,1
987,1953,PhD,Married,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,220,25,1950,3,1
988,1966,Master,Married,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,3,6,1960,1,1
989,1978,Graduation,Married,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,42,7,1970,1,1
990,1967,PhD,Married,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,341,21,1960,1,1
991,1978,Graduation,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,37,7,1970,1,1
992,1987,Basic,Single,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,38,7,1980,1,1
993,1958,PhD,Divorced,32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,2,5,1950,1,1
994,1964,2n Cycle,Married,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,361,32,1960,1,1
995,1971,Graduation,Married,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,941,22,1970,0,0
996,1971,Graduation,Single,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,1258,20,1970,0,0
997,1969,Graduation,Married,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,543,16,1960,0,0
998,1977,2n Cycle,Married,31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,26,5,1970,1,1
999,1973,Graduation,Married,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,738,19,1970,0,0
1000,1980,Graduation,Single,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,204,13,1980,0,0
1001,1958,PhD,Married,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,19,11,1950,2,1
1002,1972,Master,Single,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,16,9,1970,2,1
1003,1971,PhD,Married,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,16,6,1970,1,1
1004,1953,Graduation,Married,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,147,21,1950,1,1
1005,1959,Graduation,Married,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,59,18,1950,1,1
1006,1954,Graduation,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,15,8,1950,2,1
1007,1962,Graduation,Married,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,508,14,1960,0,0
1008,1986,Graduation,Married,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,16,5,1980,1,1
1009,1965,Master,Single,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,38,10,1960,1,1
1010,1966,Master,Married,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,57,7,1960,1,1
1011,1960,PhD,Married,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,597,27,1960,1,1
1012,1984,Graduation,Married,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,196,18,1980,1,1
1013,1966,Graduation,Married,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,121,25,1960,1,1
1014,1965,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,500,20,1960,0,0
1015,1966,PhD,Married,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,3,4,1960,2,1
1016,1949,PhD,Married,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,947,25,1940,0,0
1017,1970,2n Cycle,Divorced,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,21,7,1970,2,1
1018,1983,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,15,5,1980,1,1
1019,1985,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,595,21,1980,0,0
1020,1974,Graduation,Married,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,58,15,1970,1,1
1021,1951,PhD,Married,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,12,12,1950,0,0
1022,1952,Graduation,Single,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,549,22,1950,0,0
1023,1987,Graduation,Married,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,494,17,1980,0,0
1024,1949,Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,45,28,1940,2,1
1025,1958,Graduation,Married,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,212,26,1950,2,1
